bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1978874,2172,SB641,5,Vetoed,2025-10-13,"Department of Consumer Affairs and Department of Real Estate: states of emergency: waivers and exemptions.","An act to amend Sections 122, 136, and 10176 of, and to add Sections 108.1, 136.5, 7058.9, and 10089 to, the Business and Professions Code, relating to professions and vocations, and declaring the urgency thereof, to take effect immediately.",0,,2025-10-13,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB641/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB641
1978875,2172,SB642,4,Passed,2025-10-08,"Employment: payment of wages.","An act to amend Sections 432.3 and 1197.5 of the Labor Code, relating to employment.",0,,2025-10-08,"Chaptered by Secretary of State. Chapter 468, Statutes of 2025.",https://legiscan.com/CA/bill/SB642/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB642
1978876,2172,SB643,5,Vetoed,2025-10-13,"Carbon Dioxide Removal Purchase Program.","An act to add Chapter 8.5 (commencing with Section 39945) to Part 2 of Division 26 of the Health and Safety Code, relating to climate change.",0,,2025-10-13,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB643/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB643
1978877,2172,SB644,1,Introduced,2025-02-20,"Political Reform Act of 1974: contribution limits.","An act to amend Sections 35177 and 72029 of the Education Code, and to amend Section 85702.5 of, to amend, repeal, and add Sections 85301, 85305, 85306, 85307, 85315, 85316, 85317, and 85318 of, and to add Section 85702.7 to, the Government Code, relating to the Political Reform Act of 1974.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB644/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB644
1978878,2172,SB645,4,Passed,2025-10-11,"Juries: peremptory challenges.","An act to amend and repeal Section 231.7 of the Code of Civil Procedure, relating to juries.",0,,2025-10-11,"Chaptered by Secretary of State. Chapter 656, Statutes of 2025.",https://legiscan.com/CA/bill/SB645/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB645
1978879,2172,SB646,4,Passed,2025-10-11,"Prenatal multivitamins.","An act to add Chapter 4.5 (commencing with Section 110424) to Part 5 of Division 104 of the Health and Safety Code, relating to public health.",0,,2025-10-11,"Chaptered by Secretary of State. Chapter 602, Statutes of 2025.",https://legiscan.com/CA/bill/SB646/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB646
1978880,2172,SB647,5,Vetoed,2025-10-03,"Energy: Equitable Building Decarbonization Program: Low-Income Oversight Board: membership.","An act to amend Section 25665.1 of the Public Resources Code, and to amend Section 382.1 of the Public Utilities Code, relating to energy.",0,,2025-10-03,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB647/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB647
1978881,2172,SB648,4,Passed,2025-07-30,"Employment: gratuities: enforcement.","An act to amend Section 351 of the Labor Code, relating to employment.",0,,2025-07-30,"Chaptered by Secretary of State. Chapter 93, Statutes of 2025.",https://legiscan.com/CA/bill/SB648/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB648
1978882,2172,SB649,1,Introduced,2025-02-20,"Firearms: silencers.","An act to amend Section 22949.61 of the Business and Professions Code, and to amend Sections 1203, 18005, 30515, 33410, and 33415 of, and to amend and renumber Section 17210 of, the Penal Code, relating to firearms.",489,"Senate Rules",2025-03-24,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS.",https://legiscan.com/CA/bill/SB649/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB649
1978883,2172,SB650,4,Passed,2025-10-03,"The Sacramento-San Joaquin Delta Reform Act of 2009.","An act to amend Sections 85202 and 85225.10 of, to add Section 85310 to, and to add Chapter 4 (commencing with Section 85360) to Part 4 of Division 35 of, the Water Code, relating to the Sacramento-San Joaquin Delta Reform Act of 2009.",0,,2025-10-03,"Chaptered by Secretary of State. Chapter 324, Statutes of 2025.",https://legiscan.com/CA/bill/SB650/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB650
1978884,2172,SB651,1,Introduced,2025-02-20,"Food and agriculture.","An act to amend Section 3 of the Food and Agricultural Code, relating to food and agriculture.",489,"Senate Rules",2025-03-05,"Referred to Com. on RLS.",https://legiscan.com/CA/bill/SB651/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB651
1978885,2172,SB652,4,Passed,2025-07-30,"Private security services: security guards: training.","An act to amend Sections 7583.6 and 7583.10 of the Business and Professions Code, relating to professions and vocations.",0,,2025-07-30,"Chaptered by Secretary of State. Chapter 94, Statutes of 2025.",https://legiscan.com/CA/bill/SB652/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB652
1978886,2172,SB653,4,Passed,2025-10-13,"Wildfire prevention: environmentally sensitive vegetation management.","An act to add Section 4743 to the Public Resources Code, relating to wildfire prevention.",0,,2025-10-13,"Chaptered by Secretary of State. Chapter 778, Statutes of 2025.",https://legiscan.com/CA/bill/SB653/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB653
1978887,2172,SB654,1,Introduced,2025-02-20,"California Environmental Protection Agency: contract: registry: greenhouse gas emissions that result from the water-energy nexus.","An act to amend Section 71422 of the Public Resources Code, relating to environmental protection.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB654/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB654
1978888,2172,SB655,4,Passed,2025-10-10,"Dwelling units: indoor temperature.","An act to add Section 17914 to the Health and Safety Code, relating to housing.",0,,2025-10-10,"Chaptered by Secretary of State. Chapter 522, Statutes of 2025.",https://legiscan.com/CA/bill/SB655/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB655
1978889,2172,SB656,1,Introduced,2025-02-20,"Small business: small business liaison.","An act to amend Sections 11148 and 11148.5 of, and to add Section 11149 to, the Government Code, relating to business.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB656/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB656
1978890,2172,SB657,1,Introduced,2025-02-20,"Personal Income Tax Law: deferred compensation: exclusions: long-term qualified tuition program.","An act to amend Sections 17140 and 17140.3 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB657/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB657
1978891,2172,SB658,1,Introduced,2025-02-20,"Real property impacted by the 2025 Eaton or Palisades Fires: notification of owner’s intent to sell.","An act to add and repeal Article 1.6 (commencing with Section 1102.50) of Chapter 2 of Title 4 of Part 4 of Division 2 of the Civil Code, relating to real property.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB658/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB658
1978892,2172,SB659,1,Introduced,2025-02-20,"The Parent’s Accountability and Child Protection Act: remedies.","An act to amend Section 1798.99.1 of the Civil Code, relating to consumer protection.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB659/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB659
1978893,2172,SB660,4,Passed,2025-10-03,"California Health and Human Services Data Exchange Framework.","An act to amend Section 130290 of, and to add Section 130291 to, the Health and Safety Code, relating to the California Health and Human Services Data Exchange Framework.",0,,2025-10-03,"Chaptered by Secretary of State. Chapter 325, Statutes of 2025.",https://legiscan.com/CA/bill/SB660/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB660
1978894,2172,SB661,2,Engrossed,2025-06-04,"Airports: financial assistance.","An act to add Section 21689 to the Public Utilities Code, and to add Section 7102.3 to the Revenue and Taxation Code, relating to airports, and making an appropriation therefor.",469,"Assembly Revenue and Taxation",2025-07-15,"July 14 set for first hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB661/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB661
1978895,2172,SB662,1,Introduced,2025-02-20,"Wildfires: defensible space: education efforts.","An act to amend Sections 4291.5 and 4291.6 of the Public Resources Code, relating to fire protection.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB662/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB662
1978896,2172,SB663,4,Passed,2025-10-10,"Winter Fires of 2025: real property tax: exemptions and reassessment.","An act to amend Sections 70.5, 170, and 205.5 of, and to add and repeal Section 287 of, the Revenue and Taxation Code, relating to taxation, and declaring the urgency thereof, to take effect immediately.",0,,2025-10-10,"Chaptered by Secretary of State. Chapter 549, Statutes of 2025.",https://legiscan.com/CA/bill/SB663/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB663
1978897,2172,SB664,1,Introduced,2025-02-20,"Vehicles: public safety: Blue Envelope Program.","An act to add Section 13009 to the Vehicle Code, relating to public safety.",3948,"Senate Transportation",2025-04-23,"April 28 set for second hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB664/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB664
1978898,2172,SB665,1,Introduced,2025-02-20,"Personal Income Tax Law: Corporation Tax Law: credits: retail security measures.","An act to add and repeal Sections 17053.89 and 23683 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",488,"Senate Revenue and Taxation",2025-05-14,"May 14 set for first hearing. Failed passage in committee. (Ayes 1. Noes 4. Page 1083.) Reconsideration granted.",https://legiscan.com/CA/bill/SB665/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB665
1978899,2172,SB666,1,Introduced,2025-02-20,"Personal income tax: credit: home security surveillance.","An act to add and repeal Section 17053.3 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",488,"Senate Revenue and Taxation",2025-05-14,"May 14 set for first hearing. Failed passage in committee. (Ayes 1. Noes 4. Page 1083.) Reconsideration granted.",https://legiscan.com/CA/bill/SB666/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB666
1978900,2172,SB667,1,Introduced,2025-02-20,"Railroads: safety: wayside detectors: train length: emergency vehicle crossing.","An act to add Sections 7615, 7664, and 7664.5 to the Public Utilities Code, relating to transportation.",3948,"Senate Transportation",2025-04-29,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on TRANS.",https://legiscan.com/CA/bill/SB667/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB667
1978901,2172,SB668,1,Introduced,2025-02-20,"Workers’ compensation: medical-legal expenses: fee schedule.","An act to amend Section 5307.6 of the Labor Code, relating to workers’ compensation.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB668/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB668
1978902,2172,SB669,4,Passed,2025-10-11,"Rural hospitals: standby perinatal services.","An act to add Sections 1256.05 and 1256.06 to the Health and Safety Code, relating to perinatal health care.",0,,2025-10-11,"Chaptered by Secretary of State. Chapter 603, Statutes of 2025.",https://legiscan.com/CA/bill/SB669/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB669
1978903,2172,SB670,4,Passed,2025-10-13,"Adult Education Program: immigrant integration.","An act to amend Section 84901 of the Education Code, relating to adult education.",0,,2025-10-13,"Chaptered by Secretary of State. Chapter 779, Statutes of 2025.",https://legiscan.com/CA/bill/SB670/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB670
1978904,2172,SB671,4,Passed,2025-10-03,"Pedestrian crossing signals.","An act to amend Section 21450.5 of the Vehicle Code, relating to pedestrians.",0,,2025-10-03,"Chaptered by Secretary of State. Chapter 326, Statutes of 2025.",https://legiscan.com/CA/bill/SB671/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB671
1980402,2172,SB672,2,Engrossed,2025-06-03,"The Youth Rehabilitation and Opportunity Act.","An act to amend Section 3051 of the Penal Code, relating to parole.",468,"Assembly Public Safety",2025-07-01,"July 1 set for second hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB672/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB672
1980403,2172,SB673,4,Passed,2025-07-28,"Courthouse construction: filing fee surcharges.","An act to amend Section 70624 of the Government Code, relating to courts.",0,,2025-07-28,"Chaptered by Secretary of State. Chapter 75, Statutes of 2025.",https://legiscan.com/CA/bill/SB673/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB673
1980404,2172,SB674,2,Engrossed,2025-05-28,"Beverage containers: recycling: redemption payment and refund value.","An act to amend, repeal, and add Section 14560 of the Public Resources Code, relating to beverage containers.",449,"Assembly Appropriations",2025-08-29,"August 29 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB674/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB674
1980405,2172,SB675,2,Engrossed,2025-06-04,"California Environmental Quality Act: environmental leadership development projects: streamlining.","An act to add Sections 21185.5 and 21185.6 to the Public Resources Code, relating to environmental quality.",466,"Assembly Natural Resources",2025-07-15,"July 14 set for first hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB675/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB675
1980406,2172,SB676,4,Passed,2025-10-10,"California Environmental Quality Act: judicial streamlining: state of emergency: wildfire.","An act to add Section 21168.6.2 to the Public Resources Code, relating to environmental quality.",0,,2025-10-10,"Chaptered by Secretary of State. Chapter 550, Statutes of 2025.",https://legiscan.com/CA/bill/SB676/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB676
1980407,2172,SB677,1,Introduced,2025-02-21,"Housing development: streamlined approvals.","An act to amend Section 4751 of the Civil Code, and to amend Sections 65852.21, 65913.4, and 66411.7 of the Government Code, relating to land use.",3949,"Senate Housing",2025-04-23,"April 22 set for first hearing. Failed passage in committee. (Ayes 4. Noes 3. Page 832.) Reconsideration granted.",https://legiscan.com/CA/bill/SB677/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB677
1980408,2172,SB678,1,Introduced,2025-02-21,"Fire prevention activities: challenges: undertaking.","An act to add Section 529.3 to the Code of Civil Procedure, relating to civil actions, and declaring the urgency thereof, to take effect immediately.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB678/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB678
1980409,2172,SB679,1,Introduced,2025-02-21,"Health care facilities: physicians and surgeons: terminations and revocation of staff privileges: data reporting by race and gender.","An act to add Section 805.3 to the Business and Professions Code, relating to healing arts.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB679/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB679
1980410,2172,SB680,4,Passed,2025-10-13,"Sex offender registration: unlawful sexual intercourse with a minor.","An act to amend Section 290 of the Penal Code, relating to sex offenses.",0,,2025-10-13,"Chaptered by Secretary of State. Chapter 780, Statutes of 2025.",https://legiscan.com/CA/bill/SB680/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB680
1980411,2172,SB681,2,Engrossed,2025-06-04,Housing.,"An act to amend Sections 714.3, 1950.6, 5850, and 5855 of, and to add Sections 1950.3 and 2924.13 to, the Civil Code, to amend Sections 54221, 65584.01, 65584.04, 65589.5, 65905.5, 65913.10, 65928, 65941.1, 65953, and 65956 of, to amend and repeal Sections 65940, 65943, and 65950 of, to add Section 8590.15.5 to, and to repeal Section 66301 of, the Government Code, to amend Section 30603 of, to add Section 30342 to, and to add and repeal Section 25402.15 of, the Public Resources Code, and to amend Section 17053.5 of the Revenue and Taxation Code, relating to housing.",459,"Assembly Housing and Community Development",2025-06-27,"July 2 hearing postponed by committee.",https://legiscan.com/CA/bill/SB681/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB681
1980412,2172,SB682,5,Vetoed,2025-10-13,"Environmental health: product safety: perfluoroalkyl and polyfluoroalkyl substances.","An act to amend Sections 108076 and 108079 of, to add Chapter 17.5 (commencing with Section 109030) to Part 3 of Division 104 of, and to repeal Section 109030.3 of, the Health and Safety Code, relating to product safety.",0,,2025-10-13,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB682/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB682
1980413,2172,SB683,4,Passed,2025-10-10,"Privacy: use of a person’s name, voice, signature, photograph, or likeness: injunctive relief.","An act to amend Section 3344 of the Civil Code, relating to privacy.",0,,2025-10-10,"Chaptered by Secretary of State. Chapter 590, Statutes of 2025.",https://legiscan.com/CA/bill/SB683/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB683
1980414,2172,SB684,1,Introduced,2025-02-21,"Polluters Pay Climate Superfund Act of 2025.","An act to add Part 4.8 (commencing with Section 71370) to Division 34 of the Public Resources Code, relating to climate change, and declaring the urgency thereof, to take effect immediately.",482,"Senate Judiciary",2025-04-10,"April 22 set for first hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB684/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB684
1980415,2172,SB685,2,Engrossed,2025-05-28,"California State University: financial aid for homeless students: pilot program.","An act to add and repeal Article 17 (commencing with Section 69850) of Chapter 2 of Part 42 of Division 5 of Title 3 of the Education Code, relating to public postsecondary education.",449,"Assembly Appropriations",2025-07-03,"Re-referred to Com. on APPR. pursuant to Assembly Rule 96.",https://legiscan.com/CA/bill/SB685/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB685
1980416,2172,SB686,4,Passed,2025-10-10,"Housing programs: financing.","An act to amend Section 50406.4 of the Health and Safety Code, relating to housing.",0,,2025-10-10,"Chaptered by Secretary of State. Chapter 523, Statutes of 2025.",https://legiscan.com/CA/bill/SB686/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB686
1980417,2172,SB687,1,Introduced,2025-02-21,"Chiropractors: animal chiropractic practitioners.","An act to add Article 3 (commencing with Section 1070) to Chapter 2 of Division 2 of the Business and Professions Code, relating to healing arts.",493,"Senate Business, Professions and Economic Development",2025-04-28,"April 28 set for first hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB687/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB687
1980418,2172,SB688,1,Introduced,2025-02-21,"Office of Regulatory Counsel.","An act to add and repeal Chapter 1.7 (commencing with Section 12100.200) of Part 2 of Division 3 of Title 2 of the Government Code, relating to state government.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB688/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB688
1980419,2172,SB689,1,Introduced,2025-02-21,"Local jurisdictions: district-based elections.","An act to amend Sections 10010, 14026, and 21160 of the Elections Code, relating to elections.",1796,"Senate Elections and Constitutional Amendments",2025-04-23,"April 29 set for first hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB689/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB689
1980420,2172,SB690,2,Engrossed,2025-06-03,"Crimes: invasion of privacy.","An act to amend Sections 631, 632, 632.7, 637.2, and 638.50 of the Penal Code, relating to crimes.",3626,"Assembly Privacy and Consumer Protection",2025-07-02,"From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 9. Noes 0.) (July 1). Re-referred to Com. on P. & C.P.",https://legiscan.com/CA/bill/SB690/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB690
1980421,2172,SB691,1,Introduced,2025-02-21,"Body-worn cameras: policies.","An act to amend Section 832.18 of the Penal Code, relating to body-worn cameras.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB691/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB691
1980422,2172,SB692,2,Engrossed,2025-06-03,"Vehicles: homelessness.","An act to amend Section 22661 of the Vehicle Code, relating to vehicles.",449,"Assembly Appropriations",2025-07-16,"Read second time and amended. Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/SB692/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB692
1980423,2172,SB693,4,Passed,2025-07-30,"Employees: meal periods.","An act to amend Section 512 of the Labor Code, relating to employment.",0,,2025-07-30,"Chaptered by Secretary of State. Chapter 95, Statutes of 2025.",https://legiscan.com/CA/bill/SB693/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB693
1980424,2172,SB694,2,Engrossed,2025-05-23,"Deceptive practices: service members and veterans.","An act to amend Section 1770 of the Civil Code, and to amend Section 401 of the Military and Veterans Code, relating to unfair business practices.",489,"Senate Rules",2025-09-09,"From committee: Be re-referred to Com. on RLS. (Ayes 12. Noes 0. Page 2753.) (September 9). Re-referred to Com. on RLS.",https://legiscan.com/CA/bill/SB694/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB694
1980425,2172,SB695,4,Passed,2025-10-13,"Transportation: climate resiliency: projects of statewide and regional significance.","An act to add Section 14053 to the Government Code, relating to transportation.",0,,2025-10-13,"Chaptered by Secretary of State. Chapter 781, Statutes of 2025.",https://legiscan.com/CA/bill/SB695/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB695
1980426,2172,SB696,1,Introduced,2025-02-21,"Sales and Use Tax Law: exemptions: firefighting equipment.","An act to add and repeal Section 6356.8 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB696/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB696
1980427,2172,SB697,4,Passed,2025-10-06,"Determination of water rights: stream system.","An act to amend Sections 1120, 2551, 2552, 2553, 2554, 2555, and 2600 of, and to add Section 2556 to, the Water Code, relating to water.",0,,2025-10-06,"Chaptered by Secretary of State. Chapter 422, Statutes of 2025.",https://legiscan.com/CA/bill/SB697/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB697
1980428,2172,SB698,1,Introduced,2025-02-21,"California Solar Initiative: distributed energy resource equipment lists.","An act to amend Sections 25780, 25781, and 25784 of, to amend the heading of Chapter 8.8 (commencing with Section 25780) of Division 15 of, and to add Section 25785 to, the Public Resources Code, relating to energy.",475,"Senate Appropriations",2025-05-23,"May 23 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB698/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB698
1980429,2172,SB699,1,Introduced,2025-02-21,"Legislature: constitutional course.","An act to add Section 9025.5 to the Government Code, relating to the Legislature.",482,"Senate Judiciary",2025-05-07,"May 6 hearing: Testimony taken. Hearing postponed by committee.",https://legiscan.com/CA/bill/SB699/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB699
1980430,2172,SB700,1,Introduced,2025-02-21,"California Firefighter Cancer Prevention and Research Program.","An act to add Section 104210.3 to the Health and Safety Code, relating to public health.",484,"Senate Local Government",2025-04-02,"Re-referred to Coms. on L. GOV. and L., P.E. & R.",https://legiscan.com/CA/bill/SB700/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB700
1980431,2172,SB701,4,Passed,2025-10-07,"Signal jammers.","An act to add Section 636.6 to the Penal Code, relating to crimes.",0,,2025-10-07,"Chaptered by Secretary of State. Chapter 458, Statutes of 2025.",https://legiscan.com/CA/bill/SB701/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB701
1980432,2172,SB702,4,Passed,2025-10-06,"Legislative and gubernatorial appointments: report.","An act to add Sections 1305 and 1306 to the Government Code, relating to state government.",0,,2025-10-06,"Chaptered by Secretary of State. Chapter 423, Statutes of 2025.",https://legiscan.com/CA/bill/SB702/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB702
1980433,2172,SB703,5,Vetoed,2025-10-13,"Ports: truck drivers.","An act to add Part 3 (commencing with Section 2000) to Division 6 of the Harbors and Navigation Code, and to add Article 1.6 (commencing with Section 2790) to Chapter 2 of Division 3 of the Labor Code, relating to employment.",0,,2025-10-13,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB703/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB703
1980434,2172,SB704,4,Passed,2025-10-10,"Firearms: firearm barrels.","An act to amend Section 28235 of, to add Section 16525 to, and to add Chapter 11 (commencing with Section 33700) to Division 10 of Title 4 of Part 6 of, the Penal Code, relating to firearms.",0,,2025-10-10,"Chaptered by Secretary of State. Chapter 591, Statutes of 2025.",https://legiscan.com/CA/bill/SB704/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB704
1980435,2172,SB705,1,Introduced,2025-02-21,"Small businesses: certification.","An act relating to small business.",489,"Senate Rules",2025-03-12,"Referred to Com. on RLS.",https://legiscan.com/CA/bill/SB705/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB705
1980436,2172,SB706,1,Introduced,2025-02-21,"Consumer debt: charged-off debts.","An act to add Section 1788.57 to the Civil Code, and to amend Section 337 of, and to add Section 337.3 to, the Code of Civil Procedure, relating to consumer debt.",482,"Senate Judiciary",2025-04-23,"April 30 hearing postponed by committee.",https://legiscan.com/CA/bill/SB706/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB706
1980437,2172,SB707,4,Passed,2025-10-03,"Open meetings: meeting and teleconference requirements.","An act to amend Sections 54952.7, 54953, 54953.5, 54953.7, 54954.2, 54954.3, 54956, 54956.5, 54957.6, 54957.9, and 54957.95 of, to amend and repeal Section 54952.2 of, to add Sections 54953.8, 54953.8.1, 54953.8.2, and 54957.96 to, and to add and repeal Sections 54953.4, 54953.8.3, 54953.8.4, 54953.8.5, 54953.8.6, and 54953.8.7 of, the Government Code, relating to local government.",0,,2025-10-03,"Chaptered by Secretary of State. Chapter 327, Statutes of 2025.",https://legiscan.com/CA/bill/SB707/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260SB707
